"Bac","Niveau","Spécialités","Effectifs"
2022,"Première","DANSE HISTOIRE_GEO_POLITIQUE MATHS",4
2022,"Première","DANSE HUMANITES_LITTERATURE_PHILO MATHS",4
2022,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN",4
2022,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_GREC SVT",4
2022,"Première","LITTERATURE_LCA_LATIN MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",4
2022,"Première","MUSIQUE MATHS SCIENCES_INGENIEUR",4
2022,"Première","MUSIQUE NUMERIQUE_SCIENCES_INFORMATIQUES SES",4
2022,"Première","THEATRE HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE",4
2022,"Première","THEATRE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN",4
2022,"Première","ARTS_DU_CIRQUE LANGUES_LITTERATURE SVT",3
2022,"Première","ARTS_PLA LANGUES_LITTERATURE LITTERATURE_LCA_GREC",3
2022,"Première","ARTS_PLA LITTERATURE_LCA_LATIN NUMERIQUE_SCIENCES_INFORMATIQUES",3
2022,"Première","ARTS_PLA LITTERATURE_LCA_LATIN SVT",3
2022,"Première","ARTS_PLA SVT SCIENCES_INGENIEUR",3
2022,"Première","CINEMA HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC",3
2022,"Première","DANSE MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",3
2022,"Première","HISTOIRE_DES_ARTS NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",3
2022,"Première","HISTOIRE_GEO_POLITIQUE SES BIOLOGIE_ECOLOGIE",3
2022,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN PHYSIQUE_CHIMIE",3
2022,"Première","LANGUES_LITTERATURE LITTERATURE_LCA_GREC SVT",3
2022,"Première","LITTERATURE_LCA_GREC MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",3
2022,"Première","LITTERATURE_LCA_GREC MATHS SVT",3
2022,"Première","MATHS SES BIOLOGIE_ECOLOGIE",3
2022,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN",3
2022,"Première","MUSIQUE LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",3
2022,"Première","MUSIQUE NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",3
2022,"Première","THEATRE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC",3
2022,"Première","THEATRE NUMERIQUE_SCIENCES_INFORMATIQUES SVT",3
2022,"Première","ARTS_DU_CIRQUE HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE",2
2022,"Première","ARTS_DU_CIRQUE MATHS SES",2
2022,"Première","ARTS_PLA LITTERATURE_LCA_LATIN MATHS",2
2022,"Première","CINEMA HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN",2
2022,"Première","CINEMA HISTOIRE_GEO_POLITIQUE SCIENCES_INGENIEUR",2
2022,"Première","CINEMA LANGUES_LITTERATURE BIOLOGIE_ECOLOGIE",2
2022,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES",2
2022,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC",2
2022,"Première","HISTOIRE_DES_ARTS LITTERATURE_LCA_LATIN SVT",2
2022,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN NUMERIQUE_SCIENCES_INFORMATIQUES",2
2022,"Première","HISTOIRE_GEO_POLITIQUE MATHS BIOLOGIE_ECOLOGIE",2
2022,"Première","LITTERATURE_LCA_GREC SVT SES",2
2022,"Première","LITTERATURE_LCA_LATIN NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",2
2022,"Première","LITTERATURE_LCA_LATIN NUMERIQUE_SCIENCES_INFORMATIQUES SES",2
2022,"Première","LITTERATURE_LCA_LATIN NUMERIQUE_SCIENCES_INFORMATIQUES SVT",2
2022,"Première","MUSIQUE LITTERATURE_LCA_LATIN SVT",2
2022,"Première","MUSIQUE NUMERIQUE_SCIENCES_INFORMATIQUES SVT",2
2022,"Première","THEATRE HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES",2
2022,"Première","THEATRE LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",2
2022,"Première","ARTS_DU_CIRQUE HISTOIRE_GEO_POLITIQUE MATHS",1
2022,"Première","ARTS_DU_CIRQUE LANGUES_LITTERATURE PHYSIQUE_CHIMIE",1
2022,"Première","ARTS_DU_CIRQUE PHYSIQUE_CHIMIE SES",1
2022,"Première","ARTS_PLA LITTERATURE_LCA_GREC MATHS",1
2022,"Première","ARTS_PLA LITTERATURE_LCA_GREC SVT",1
2022,"Première","ARTS_PLA LITTERATURE_LCA_LATIN PHYSIQUE_CHIMIE",1
2022,"Première","ARTS_PLA LITTERATURE_LCA_LATIN SCIENCES_INGENIEUR",1
2022,"Première","CINEMA HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_GREC",1
2022,"Première","CINEMA HUMANITES_LITTERATURE_PHILO SCIENCES_INGENIEUR",1
2022,"Première","CINEMA LITTERATURE_LCA_LATIN PHYSIQUE_CHIMIE",1
2022,"Première","CINEMA LITTERATURE_LCA_LATIN SES",1
2022,"Première","CINEMA LITTERATURE_LCA_LATIN SVT",1
2022,"Première","CINEMA PHYSIQUE_CHIMIE BIOLOGIE_ECOLOGIE",1
2022,"Première","CINEMA SES BIOLOGIE_ECOLOGIE",1
2022,"Première","CINEMA SVT SCIENCES_INGENIEUR",1
2022,"Première","DANSE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN",1
2022,"Première","DANSE LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",1
2022,"Première","DANSE LANGUES_LITTERATURE PHYSIQUE_CHIMIE",1
2022,"Première","DANSE NUMERIQUE_SCIENCES_INFORMATIQUES SVT",1
2022,"Première","DANSE PHYSIQUE_CHIMIE SES",1
2022,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE SCIENCES_INGENIEUR",1
2022,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE LITTERATURE_LCA_GREC",1
2022,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",1
2022,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE SCIENCES_INGENIEUR",1
2022,"Première","HISTOIRE_DES_ARTS LITTERATURE_LCA_GREC PHYSIQUE_CHIMIE",1
2022,"Première","HISTOIRE_DES_ARTS LITTERATURE_LCA_LATIN MATHS",1
2022,"Première","HISTOIRE_DES_ARTS NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",1
2022,"Première","HISTOIRE_DES_ARTS PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",1
2022,"Première","HISTOIRE_DES_ARTS SCIENCES_INGENIEUR SES",1
2022,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO BIOLOGIE_ECOLOGIE",1
2022,"Première","HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE BIOLOGIE_ECOLOGIE",1
2022,"Première","HISTOIRE_GEO_POLITIQUE SVT BIOLOGIE_ECOLOGIE",1
2022,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE BIOLOGIE_ECOLOGIE",1
2022,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC PHYSIQUE_CHIMIE",1
2022,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN NUMERIQUE_SCIENCES_INFORMATIQUES",1
2022,"Première","HUMANITES_LITTERATURE_PHILO SVT BIOLOGIE_ECOLOGIE",1
2022,"Première","LANGUES_LITTERATURE MATHS BIOLOGIE_ECOLOGIE",1
2022,"Première","LANGUES_LITTERATURE SES BIOLOGIE_ECOLOGIE",1
2022,"Première","LANGUES_LITTERATURE SVT BIOLOGIE_ECOLOGIE",1
2022,"Première","LITTERATURE_LCA_GREC MATHS SES",1
2022,"Première","LITTERATURE_LCA_LATIN MATHS SCIENCES_INGENIEUR",1
2022,"Première","LITTERATURE_LCA_LATIN PHYSIQUE_CHIMIE SES",1
2022,"Première","LITTERATURE_LCA_LATIN SCIENCES_INGENIEUR SES",1
2022,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN",1
2022,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE",1
2022,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC",1
2022,"Première","MUSIQUE LANGUES_LITTERATURE LITTERATURE_LCA_GREC",1
2022,"Première","MUSIQUE LITTERATURE_LCA_GREC SES",1
2022,"Première","MUSIQUE LITTERATURE_LCA_LATIN SES",1
2022,"Première","MUSIQUE NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",1
2022,"Première","MUSIQUE PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",1
2022,"Première","PHYSIQUE_CHIMIE SES BIOLOGIE_ECOLOGIE",1
2022,"Première","THEATRE HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN",1
2022,"Première","THEATRE HUMANITES_LITTERATURE_PHILO SCIENCES_INGENIEUR",1
2022,"Première","THEATRE LANGUES_LITTERATURE LITTERATURE_LCA_GREC",1
2022,"Première","THEATRE LANGUES_LITTERATURE SCIENCES_INGENIEUR",1
2022,"Première","THEATRE LITTERATURE_LCA_LATIN MATHS",1
2022,"Première","THEATRE NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",1
2022,"Première","THEATRE SVT SCIENCES_INGENIEUR",1
